,id,agency,agency_type,distribution_channel,product_name,claim,duration,destination,net_sales,commission,gender,age
308,309,C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,20,5.06,F,38
309,310,C2B,Airlines,Online,Bronze Plan,No,31,SINGAPORE,27,6.75,M,14
310,311,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,28,6.94,M,46
311,312,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,37,9.25,F,50
312,313,C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,292,72.94,M,29
313,314,JWT,Airlines,Online,Value Plan,No,9,INDIA,39,15.6,M,118
314,315,JWT,Airlines,Online,Value Plan,No,14,INDIA,39,15.6,M,118
315,316,JWT,Airlines,Online,Value Plan,No,70,INDIA,31,12.4,M,118
316,317,JWT,Airlines,Online,Value Plan,No,9,INDIA,31,12.4,M,118
317,318,KML,Travel Agency,Online,Value Plan,No,99,INDONESIA,33,12.54,F,48
318,319,KML,Travel Agency,Online,Premier Plan,No,26,INDONESIA,38,14.44,M,48
319,320,JZI,Airlines,Online,Basic Plan,No,48,CHINA,40,14.0,F,50
320,321,JZI,Airlines,Online,Basic Plan,No,22,HONG KONG,35,12.25,F,49
321,322,JZI,Airlines,Online,Basic Plan,No,44,JAPAN,35,12.25,M,42
322,323,JZI,Airlines,Online,Basic Plan,No,24,THAILAND,37,12.95,M,36
323,324,JZI,Airlines,Online,Basic Plan,No,11,THAILAND,22,7.7,M,63
324,325,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18,6.3,M,31
325,326,JZI,Airlines,Online,Basic Plan,No,13,THAILAND,0,7.7,M,47
326,327,JZI,Airlines,Online,Basic Plan,No,59,MALAYSIA,30,10.5,M,51
327,328,JZI,Airlines,Online,Basic Plan,No,132,AUSTRALIA,40,14.0,M,39
328,329,JZI,Airlines,Online,Basic Plan,No,8,VIET NAM,22,7.7,M,55
329,330,JZI,Airlines,Online,Basic Plan,No,44,LAO PEOPLE'S DEMOCRATIC REPUBLIC,30,10.5,F,28
330,331,JZI,Airlines,Online,Basic Plan,No,70,PHILIPPINES,42,14.7,F,40
331,332,JZI,Airlines,Online,Basic Plan,No,15,MALAYSIA,18,6.3,F,27
332,333,JZI,Airlines,Online,Basic Plan,No,12,VIET NAM,22,7.7,F,31
333,334,JZI,Airlines,Online,Basic Plan,No,75,INDONESIA,18,6.3,M,47
334,335,JZI,Airlines,Online,Basic Plan,No,22,"TAIWAN, PROVINCE OF CHINA",35,12.25,M,55
335,336,JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18,6.3,F,49
336,337,JZI,Airlines,Online,Basic Plan,No,26,"TAIWAN, PROVINCE OF CHINA",35,12.25,M,43
337,338,JZI,Airlines,Online,Basic Plan,No,33,"TAIWAN, PROVINCE OF CHINA",40,14.0,F,30
338,339,JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18,6.3,M,57
339,340,JZI,Airlines,Online,Value Plan,No,21,"KOREA, REPUBLIC OF",45,15.75,M,38
340,341,JZI,Airlines,Online,Value Plan,No,55,JAPAN,147,51.45,F,67
341,342,CCR,Travel Agency,Offline,Comprehensive Plan,No,20,THAILAND,29,9.57,F,118
342,343,CBH,Travel Agency,Offline,Comprehensive Plan,No,142,THAILAND,29,9.57,M,69
343,344,ART,Airlines,Online,24 Protect,No,3,PHILIPPINES,5,1.83,M,48
344,345,ART,Airlines,Online,24 Protect,No,31,SINGAPORE,73,25.62,M,48
345,346,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,28,6.94,F,39
346,347,C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,272,68.08,F,25
347,348,JWT,Airlines,Online,Value Plan,No,59,INDIA,93,37.2,M,118
348,349,JWT,Airlines,Online,Value Plan,No,9,INDIA,39,15.6,M,118
349,350,JWT,Airlines,Online,Value Plan,No,37,INDIA,39,15.6,M,118
350,351,JWT,Airlines,Online,Value Plan,No,11,INDIA,50,20.0,M,118
351,352,JWT,Airlines,Online,Value Plan,No,31,INDIA,31,12.4,F,118
352,353,JWT,Airlines,Online,Value Plan,No,20,INDIA,31,12.4,F,118
353,354,JWT,Airlines,Online,Value Plan,No,15,INDIA,78,31.2,M,118
354,355,JWT,Airlines,Online,Value Plan,No,10,INDIA,39,15.6,F,118
355,356,KML,Travel Agency,Online,Value Plan,No,28,INDONESIA,22,8.36,F,48
356,357,JZI,Airlines,Online,Basic Plan,No,166,PHILIPPINES,18,6.3,M,50
357,358,JZI,Airlines,Online,Basic Plan,No,2,"KOREA, REPUBLIC OF",22,7.7,F,22
358,359,JZI,Airlines,Online,Basic Plan,No,171,PHILIPPINES,30,10.5,M,48
359,360,JZI,Airlines,Online,Basic Plan,No,10,VIET NAM,22,7.7,M,55
360,361,JZI,Airlines,Online,Basic Plan,No,11,VIET NAM,18,6.3,M,46
361,362,JZI,Airlines,Online,Basic Plan,No,40,THAILAND,22,7.7,F,65
362,363,JZI,Airlines,Online,Basic Plan,No,19,CAMBODIA,22,7.7,M,47
363,364,JZI,Airlines,Online,Basic Plan,No,16,MALAYSIA,18,6.3,F,35
364,365,JZI,Airlines,Online,Basic Plan,No,6,PHILIPPINES,22,7.7,F,33
365,366,JZI,Airlines,Online,Basic Plan,No,126,CHINA,26,9.1,M,37
366,367,JZI,Airlines,Online,Basic Plan,No,90,PHILIPPINES,33,11.55,F,52
367,368,JZI,Airlines,Online,Basic Plan,No,97,PHILIPPINES,42,14.7,F,52
368,369,JZI,Airlines,Online,Basic Plan,No,38,THAILAND,18,6.3,M,58
369,370,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18,6.3,M,62
370,371,JZI,Airlines,Online,Basic Plan,No,10,CHINA,26,9.1,M,32
371,372,JZI,Airlines,Online,Basic Plan,No,15,THAILAND,30,10.5,M,33
372,373,JZI,Airlines,Online,Basic Plan,No,13,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22,7.7,F,35
373,374,JZI,Airlines,Online,Basic Plan,No,40,MYANMAR,69,24.15,M,35
374,375,JZI,Airlines,Online,Basic Plan,No,1,THAILAND,18,6.3,M,31
375,376,JZI,Airlines,Online,Basic Plan,No,5,JAPAN,26,9.1,F,35
376,377,JZI,Airlines,Online,Basic Plan,No,6,INDONESIA,18,6.3,M,38
377,378,JZI,Airlines,Online,Basic Plan,No,65,"TAIWAN, PROVINCE OF CHINA",35,12.25,M,55
378,379,JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18,6.3,M,45
379,380,JZI,Airlines,Online,Basic Plan,No,47,CHINA,26,9.1,F,38
380,381,JZI,Airlines,Online,Basic Plan,No,77,THAILAND,52,18.2,F,47
381,382,JZI,Airlines,Online,Basic Plan,No,37,AUSTRALIA,22,7.7,M,22
382,383,JZI,Airlines,Online,Value Plan,No,28,CHINA,58,20.3,F,43
383,384,JZI,Airlines,Online,Value Plan,No,23,INDIA,58,20.3,M,69
384,385,JZI,Airlines,Online,Value Plan,No,9,VIET NAM,33,11.55,M,38
385,386,JZI,Airlines,Online,Value Plan,No,19,CHINA,45,15.75,M,39
386,387,JZI,Airlines,Online,Value Plan,No,12,CHINA,0,15.75,M,39
387,388,CCR,Travel Agency,Offline,Comprehensive Plan,No,76,THAILAND,29,9.57,F,59
388,389,ART,Airlines,Online,Value Plan,No,49,CHINA,40,14.0,M,62
389,390,ART,Airlines,Online,24 Protect,No,4,MALAYSIA,0,2.73,F,48
390,391,C2B,Airlines,Online,Bronze Plan,No,75,SINGAPORE,36,9.0,M,30
391,392,C2B,Airlines,Online,Bronze Plan,No,140,SINGAPORE,538,134.5,F,23
392,393,C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,20,5.06,M,41
393,394,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,80,20.06,M,30
394,395,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,52,12.94,F,47
395,396,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,28,6.94,F,30
396,397,C2B,Airlines,Online,Gold Plan,No,2,SINGAPORE,32,8.06,F,30
397,398,C2B,Airlines,Online,Gold Plan,No,2,SINGAPORE,32,8.06,M,27
398,399,C2B,Airlines,Online,Annual Silver Plan,Yes,431,SINGAPORE,272,68.08,F,34
399,400,JWT,Airlines,Online,Value Plan,No,24,INDIA,31,12.4,M,118
400,401,JWT,Airlines,Online,Value Plan,No,7,INDIA,31,12.4,M,118
401,402,JWT,Airlines,Online,Value Plan,No,9,INDIA,31,12.4,F,118
402,403,JWT,Airlines,Online,Value Plan,No,21,INDIA,120,48.0,M,118
403,404,KML,Travel Agency,Online,Value Plan,No,114,INDONESIA,33,12.54,F,48
404,405,KML,Travel Agency,Online,Value Plan,No,10,INDONESIA,28,10.64,F,48
405,406,KML,Travel Agency,Online,Premier Plan,No,38,INDONESIA,38,14.44,F,48
406,407,KML,Travel Agency,Online,Premier Plan,No,38,INDONESIA,38,14.44,F,48
407,408,RAB,Airlines,Online,Value Plan,No,14,BRUNEI DARUSSALAM,15,6.0,M,47
408,409,RAB,Airlines,Online,Value Plan,No,20,BRUNEI DARUSSALAM,23,9.2,F,39
409,410,JZI,Airlines,Online,Basic Plan,No,10,CHINA,0,12.25,M,27
410,411,JZI,Airlines,Online,Basic Plan,No,127,JAPAN,35,12.25,M,27
411,412,JZI,Airlines,Online,Basic Plan,No,22,INDONESIA,30,10.5,F,32
412,413,JZI,Airlines,Online,Basic Plan,No,25,MALAYSIA,22,7.7,F,34
413,414,JZI,Airlines,Online,Basic Plan,No,20,VIET NAM,30,10.5,M,59
414,415,JZI,Airlines,Online,Basic Plan,No,27,HONG KONG,26,9.1,F,50
415,416,JZI,Airlines,Online,Basic Plan,No,93,UNITED ARAB EMIRATES,49,17.15,M,16
416,417,JZI,Airlines,Online,Basic Plan,No,4,HONG KONG,22,7.7,M,53
417,418,JZI,Airlines,Online,Basic Plan,No,25,CHINA,22,7.7,M,63
418,419,JZI,Airlines,Online,Basic Plan,No,8,MYANMAR,22,7.7,M,57
419,420,JZI,Airlines,Online,Basic Plan,No,83,HONG KONG,35,12.25,M,49
420,421,JZI,Airlines,Online,Basic Plan,No,15,MALAYSIA,33,11.55,M,45
421,422,JZI,Airlines,Online,Basic Plan,No,14,CHINA,40,14.0,M,47
422,423,JZI,Airlines,Online,Basic Plan,No,52,PHILIPPINES,33,11.55,F,35
423,424,JZI,Airlines,Online,Basic Plan,No,128,HONG KONG,40,14.0,F,52
424,425,JZI,Airlines,Online,Value Plan,No,18,UNITED KINGDOM,87,30.45,F,41
425,426,JZI,Airlines,Online,Value Plan,No,55,ITALY,87,30.45,F,43
426,427,JZI,Airlines,Online,Value Plan,No,27,UNITED KINGDOM,87,30.45,F,51
427,428,JZI,Airlines,Online,Value Plan,No,32,AUSTRALIA,69,24.15,F,35
428,429,CSR,Travel Agency,Offline,Comprehensive Plan,No,129,MALAYSIA,29,9.57,F,59
429,430,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,19,4.72,M,31
430,431,C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,27,6.75,F,30
431,432,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,30,7.5,M,36
432,433,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,37,9.19,M,43
433,434,KML,Travel Agency,Online,Value Plan,No,18,FRANCE,75,28.5,M,48
434,435,KML,Travel Agency,Online,Premier Plan,No,108,INDONESIA,38,14.44,F,48
435,436,JZI,Airlines,Online,Basic Plan,No,68,CHINA,40,14.0,F,21
436,437,JZI,Airlines,Online,Basic Plan,No,10,"TAIWAN, PROVINCE OF CHINA",35,12.25,M,44
437,438,JZI,Airlines,Online,Basic Plan,No,36,PHILIPPINES,18,6.3,M,37
438,439,JZI,Airlines,Online,Basic Plan,No,45,PHILIPPINES,22,7.7,F,28
439,440,JZI,Airlines,Online,Basic Plan,No,31,MALAYSIA,18,6.3,F,38
440,441,JZI,Airlines,Online,Basic Plan,No,5,THAILAND,18,6.3,M,31
441,442,JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18,6.3,M,42
442,443,JZI,Airlines,Online,Basic Plan,No,39,CHINA,26,9.1,F,27
443,444,JZI,Airlines,Online,Basic Plan,No,79,"TAIWAN, PROVINCE OF CHINA",26,9.1,F,65
444,445,JZI,Airlines,Online,Basic Plan,No,52,INDONESIA,22,7.7,M,54
445,446,JZI,Airlines,Online,Basic Plan,No,2,CHINA,22,7.7,M,41
446,447,JZI,Airlines,Online,Basic Plan,No,2,CHINA,22,7.7,F,32
447,448,JZI,Airlines,Online,Basic Plan,No,45,MYANMAR,22,7.7,M,46
448,449,JZI,Airlines,Online,Basic Plan,No,3,VIET NAM,18,6.3,M,38
449,450,JZI,Airlines,Online,Basic Plan,No,12,CHINA,22,7.7,M,26
450,451,JZI,Airlines,Online,Basic Plan,No,9,HONG KONG,26,9.1,F,32
451,452,JZI,Airlines,Online,Basic Plan,No,7,PHILIPPINES,18,6.3,M,49
452,453,JZI,Airlines,Online,Basic Plan,No,4,MYANMAR,22,7.7,M,44
453,454,JZI,Airlines,Online,Basic Plan,No,10,CHINA,35,12.25,M,53
454,455,JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18,6.3,F,51
455,456,JZI,Airlines,Online,Value Plan,No,150,UNITED KINGDOM,87,30.45,F,33
456,457,JZI,Airlines,Online,Value Plan,No,7,MALAYSIA,26,9.1,F,59
457,458,JZI,Airlines,Online,Value Plan,No,10,CHINA,58,20.3,M,46
458,459,JZI,Airlines,Online,Value Plan,No,9,CHINA,36,12.6,M,58
459,460,ART,Airlines,Online,24 Protect,No,2,THAILAND,7,2.57,M,48
460,461,C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,95,23.81,F,33
461,462,JWT,Airlines,Online,Value Plan,No,21,INDIA,31,12.4,M,118
462,463,JWT,Airlines,Online,Value Plan,No,16,INDIA,31,12.4,M,118
463,464,KML,Travel Agency,Online,Value Plan,No,107,INDONESIA,28,10.64,F,48
464,465,JZI,Airlines,Online,Basic Plan,No,121,JAPAN,40,14.0,F,49
465,466,JZI,Airlines,Online,Basic Plan,No,25,CHINA,40,14.0,F,27
466,467,JZI,Airlines,Online,Basic Plan,No,164,JAPAN,35,12.25,F,31
467,468,JZI,Airlines,Online,Basic Plan,No,63,CHINA,35,12.25,F,48
468,469,JZI,Airlines,Online,Basic Plan,No,326,"KOREA, REPUBLIC OF",35,12.25,F,18
469,470,JZI,Airlines,Online,Basic Plan,No,7,INDONESIA,30,10.5,M,21
470,471,JZI,Airlines,Online,Basic Plan,No,80,PHILIPPINES,30,10.5,F,41
471,472,JZI,Airlines,Online,Basic Plan,No,23,PHILIPPINES,30,10.5,M,54
472,473,JZI,Airlines,Online,Basic Plan,No,8,THAILAND,22,7.7,M,59
473,474,JZI,Airlines,Online,Basic Plan,No,159,"KOREA, REPUBLIC OF",40,14.0,F,25
474,475,JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,F,50
475,476,JZI,Airlines,Online,Basic Plan,No,42,CHINA,35,12.25,M,31
476,477,JZI,Airlines,Online,Basic Plan,No,42,CHINA,35,12.25,F,34
477,478,JZI,Airlines,Online,Value Plan,No,10,INDIA,58,20.3,M,48
478,479,JZI,Airlines,Online,Value Plan,No,18,AUSTRALIA,45,15.75,M,36
479,480,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,35,8.81,F,71
480,481,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,20,5.06,F,21
481,482,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,35,8.81,M,30
482,483,C2B,Airlines,Online,Silver Plan,Yes,10,SINGAPORE,50,12.5,F,50
483,484,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,28,6.94,F,34
484,485,C2B,Airlines,Online,Gold Plan,No,16,SINGAPORE,115,28.69,F,33
485,486,C2B,Airlines,Online,Gold Plan,No,15,SINGAPORE,54,13.5,M,28
486,487,C2B,Airlines,Online,Annual Silver Plan,No,386,SINGAPORE,292,72.94,F,47
487,488,C2B,Airlines,Online,Annual Silver Plan,No,370,SINGAPORE,292,72.94,M,54
488,489,JWT,Airlines,Online,Value Plan,No,22,INDIA,50,20.0,M,118
489,490,KML,Travel Agency,Online,Premier Plan,No,136,NETHERLANDS,158,60.04,M,48
490,491,RAB,Airlines,Online,Value Plan,No,5,BRUNEI DARUSSALAM,15,6.0,M,68
491,492,JZI,Airlines,Online,Basic Plan,No,15,INDONESIA,22,7.7,M,36
492,493,JZI,Airlines,Online,Basic Plan,No,3,VIET NAM,18,6.3,M,49
493,494,JZI,Airlines,Online,Basic Plan,No,103,"TAIWAN, PROVINCE OF CHINA",40,14.0,F,25
494,495,JZI,Airlines,Online,Basic Plan,No,4,HONG KONG,22,7.7,M,44
495,496,JZI,Airlines,Online,Basic Plan,No,31,VIET NAM,22,7.7,M,43
496,497,JZI,Airlines,Online,Basic Plan,No,8,PHILIPPINES,30,10.5,F,31
497,498,JZI,Airlines,Online,Basic Plan,No,15,CHINA,22,7.7,M,36
498,499,JZI,Airlines,Online,Basic Plan,No,58,HONG KONG,26,9.1,F,34
499,500,JZI,Airlines,Online,Basic Plan,No,38,INDIA,35,12.25,F,24
500,501,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18,6.3,M,68
501,502,JZI,Airlines,Online,Value Plan,No,44,CHINA,125,43.75,F,56
502,503,ART,Airlines,Online,24 Protect,No,13,SINGAPORE,35,12.14,F,48
503,504,ART,Airlines,Online,24 Protect,No,2,CAMBODIA,3,1.21,F,48
504,505,C2B,Airlines,Online,Bronze Plan,No,66,SINGAPORE,31,7.64,F,28
505,506,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,22,5.53,F,46
506,507,C2B,Airlines,Online,Silver Plan,No,35,SINGAPORE,76,19.07,M,48
507,508,C2B,Airlines,Online,Silver Plan,No,63,SINGAPORE,71,17.71,F,25
508,509,C2B,Airlines,Online,Annual Silver Plan,No,403,SINGAPORE,253,63.21,F,54
509,510,C2B,Airlines,Online,Annual Silver Plan,No,392,SINGAPORE,389,97.25,F,37
510,511,C2B,Airlines,Online,Annual Silver Plan,Yes,365,SINGAPORE,253,63.21,M,61
511,512,JWT,Airlines,Online,Value Plan,No,5,INDIA,31,12.4,M,118
512,513,JWT,Airlines,Online,Value Plan,No,24,INDIA,31,12.4,M,118
513,514,RAB,Airlines,Online,Value Plan,No,29,BRUNEI DARUSSALAM,15,6.0,M,45
514,515,RAB,Airlines,Online,Value Plan,No,3,BRUNEI DARUSSALAM,15,6.0,M,45
515,516,JZI,Airlines,Online,Basic Plan,No,9,AUSTRALIA,26,9.1,F,56
516,517,JZI,Airlines,Online,Basic Plan,No,20,THAILAND,22,7.7,M,34
517,518,JZI,Airlines,Online,Basic Plan,No,74,MALAYSIA,18,6.3,F,42
518,519,JZI,Airlines,Online,Basic Plan,No,31,"TAIWAN, PROVINCE OF CHINA",44,15.4,F,19
519,520,JZI,Airlines,Online,Basic Plan,No,0,MYANMAR,18,6.3,F,26
520,521,JZI,Airlines,Online,Basic Plan,No,62,JAPAN,35,12.25,F,26
521,522,JZI,Airlines,Online,Basic Plan,No,58,"KOREA, REPUBLIC OF",40,14.0,F,21
522,523,JZI,Airlines,Online,Basic Plan,No,87,HONG KONG,26,9.1,M,49
523,524,JZI,Airlines,Online,Basic Plan,No,36,AUSTRALIA,22,7.7,F,23
524,525,JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,F,27
525,526,JZI,Airlines,Online,Basic Plan,No,21,CHINA,44,15.4,M,28
526,527,JZI,Airlines,Online,Basic Plan,No,20,VIET NAM,22,7.7,M,63
527,528,JZI,Airlines,Online,Basic Plan,No,2,HONG KONG,22,7.7,M,34
528,529,JZI,Airlines,Online,Basic Plan,No,15,INDIA,35,12.25,M,53
529,530,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18,6.3,F,40
530,531,JZI,Airlines,Online,Basic Plan,No,18,VIET NAM,30,10.5,M,55
531,532,JZI,Airlines,Online,Basic Plan,No,70,UNITED KINGDOM,49,17.15,F,26
532,533,JZI,Airlines,Online,Basic Plan,No,34,THAILAND,30,10.5,F,38
533,534,JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,M,45
534,535,JZI,Airlines,Online,Basic Plan,No,34,INDONESIA,22,7.7,F,65
535,536,JZI,Airlines,Online,Basic Plan,No,58,INDONESIA,22,7.7,F,38
536,537,JZI,Airlines,Online,Basic Plan,No,16,INDONESIA,18,6.3,F,38
537,538,JZI,Airlines,Online,Basic Plan,No,16,INDONESIA,18,6.3,F,38
538,539,JZI,Airlines,Online,Basic Plan,No,4,HONG KONG,22,7.7,M,34
539,540,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,18,4.39,M,66
540,541,C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,40,10.0,M,26
541,542,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,19,4.72,M,40
542,543,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,22,5.53,M,47
543,544,C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,31,7.64,F,49
544,545,C2B,Airlines,Online,Bronze Plan,No,128,SINGAPORE,31,7.64,F,49
545,546,C2B,Airlines,Online,Bronze Plan,No,174,SINGAPORE,18,4.39,F,49
546,547,C2B,Airlines,Online,Gold Plan,No,3,SINGAPORE,41,10.32,M,36
547,548,C2B,Airlines,Online,Annual Silver Plan,Yes,368,SINGAPORE,389,97.25,F,41
548,549,JWT,Airlines,Online,Value Plan,No,13,INDIA,60,24.0,M,118
549,550,JWT,Airlines,Online,Value Plan,No,44,INDIA,72,28.8,F,118
550,551,JWT,Airlines,Online,Value Plan,No,39,INDIA,42,16.8,M,118
551,552,KML,Travel Agency,Online,Value Plan,No,10,NETHERLANDS,42,15.96,M,48
552,553,RAB,Airlines,Online,Value Plan,No,44,BRUNEI DARUSSALAM,31,12.4,F,72
553,554,RAB,Airlines,Online,Value Plan,No,3,BRUNEI DARUSSALAM,15,6.0,M,32
554,555,JZI,Airlines,Online,Basic Plan,No,2,PHILIPPINES,18,6.3,F,32
555,556,JZI,Airlines,Online,Basic Plan,No,67,"TAIWAN, PROVINCE OF CHINA",50,17.5,F,70
556,557,JZI,Airlines,Online,Basic Plan,No,26,PHILIPPINES,18,6.3,M,36
557,558,JZI,Airlines,Online,Basic Plan,No,187,PHILIPPINES,37,12.95,F,60
558,559,JZI,Airlines,Online,Basic Plan,No,15,PHILIPPINES,22,7.7,F,37
559,560,JZI,Airlines,Online,Basic Plan,No,63,THAILAND,30,10.5,F,40
560,561,JZI,Airlines,Online,Basic Plan,No,5,THAILAND,18,6.3,M,53
561,562,JZI,Airlines,Online,Basic Plan,No,59,HONG KONG,26,9.1,M,34
562,563,JZI,Airlines,Online,Basic Plan,No,67,CHINA,35,12.25,F,45
563,564,JZI,Airlines,Online,Basic Plan,No,61,"KOREA, REPUBLIC OF",26,9.1,F,34
564,565,JZI,Airlines,Online,Basic Plan,No,6,MALAYSIA,0,7.7,F,27
565,566,JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,M,67
566,567,JZI,Airlines,Online,Basic Plan,No,35,MALAYSIA,22,7.7,F,28
567,568,JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18,6.3,M,58
568,569,JZI,Airlines,Online,Basic Plan,No,19,PHILIPPINES,22,7.7,F,50
569,570,JZI,Airlines,Online,Basic Plan,No,10,JAPAN,26,9.1,M,33
570,571,JZI,Airlines,Online,Basic Plan,No,152,INDIA,56,19.6,F,39
571,572,JZI,Airlines,Online,Basic Plan,No,13,MYANMAR,18,6.3,F,30
572,573,JZI,Airlines,Online,Basic Plan,No,42,"TAIWAN, PROVINCE OF CHINA",26,9.1,F,33
573,574,JZI,Airlines,Online,Value Plan,No,7,CHINA,36,12.6,M,69
574,575,JZI,Airlines,Online,Value Plan,No,6,HONG KONG,36,12.6,M,67
575,576,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,27,6.75,M,79
576,577,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,35,8.75,F,57
577,578,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,24,6.01,M,26
578,579,C2B,Airlines,Online,Gold Plan,No,14,SINGAPORE,64,15.93,F,50
579,580,C2B,Airlines,Online,Gold Plan,No,9,SINGAPORE,64,15.93,F,45
580,581,C2B,Airlines,Online,Annual Silver Plan,No,397,SINGAPORE,233,58.35,M,48
581,582,C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,201,50.25,F,44
582,583,C2B,Airlines,Online,Annual Gold Plan,No,378,SINGAPORE,279,69.71,M,50
583,584,C2B,Airlines,Online,Annual Gold Plan,No,366,SINGAPORE,389,97.34,F,29
584,585,JWT,Airlines,Online,Value Plan,No,38,INDIA,50,20.0,F,118
585,586,KML,Travel Agency,Online,Premier Plan,No,26,INDONESIA,38,14.44,M,48
586,587,KML,Travel Agency,Online,Premier Plan,No,32,INDONESIA,49,18.62,M,48
587,588,KML,Travel Agency,Online,Premier Plan,No,32,INDONESIA,49,18.62,F,48
588,589,RAB,Airlines,Online,Value Plan,No,13,BRUNEI DARUSSALAM,23,9.2,F,35
589,590,RAB,Airlines,Online,Value Plan,No,16,BRUNEI DARUSSALAM,15,6.0,F,53
590,591,JZI,Airlines,Online,Basic Plan,No,0,INDONESIA,18,6.3,M,42
591,592,JZI,Airlines,Online,Basic Plan,No,38,"TAIWAN, PROVINCE OF CHINA",35,12.25,F,37
592,593,JZI,Airlines,Online,Basic Plan,No,1,MALAYSIA,18,6.3,M,44
593,594,JZI,Airlines,Online,Basic Plan,No,7,PHILIPPINES,18,6.3,F,47
594,595,JZI,Airlines,Online,Basic Plan,No,40,PHILIPPINES,42,14.7,M,44
595,596,JZI,Airlines,Online,Basic Plan,No,16,PHILIPPINES,30,10.5,F,45
596,597,JZI,Airlines,Online,Basic Plan,No,73,PHILIPPINES,0,11.55,F,47
597,598,JZI,Airlines,Online,Basic Plan,No,23,JAPAN,26,9.1,M,52
598,599,JZI,Airlines,Online,Basic Plan,No,17,THAILAND,22,7.7,F,59
599,600,JZI,Airlines,Online,Basic Plan,No,17,THAILAND,22,7.7,M,85
600,601,JZI,Airlines,Online,Basic Plan,No,5,SRI LANKA,22,7.7,M,29
601,602,JZI,Airlines,Online,Basic Plan,No,89,VIET NAM,22,7.7,F,53
602,603,JZI,Airlines,Online,Basic Plan,No,15,PHILIPPINES,22,7.7,F,34
603,604,JZI,Airlines,Online,Basic Plan,No,164,INDONESIA,18,6.3,M,37
604,605,JZI,Airlines,Online,Basic Plan,No,110,AUSTRALIA,40,14.0,F,81
605,606,JZI,Airlines,Online,Basic Plan,No,78,JAPAN,26,9.1,M,47
606,607,JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18,6.3,M,44
607,608,JZI,Airlines,Online,Basic Plan,No,31,THAILAND,22,7.7,M,42
608,609,JZI,Airlines,Online,Basic Plan,No,135,THAILAND,33,11.55,M,50
609,610,JZI,Airlines,Online,Basic Plan,No,22,MALAYSIA,30,10.5,F,67
610,611,JZI,Airlines,Online,Basic Plan,No,20,HONG KONG,22,7.7,M,44
611,612,JZI,Airlines,Online,Basic Plan,No,12,MALAYSIA,0,7.7,F,72
612,613,JZI,Airlines,Online,Basic Plan,No,88,PHILIPPINES,52,18.2,F,38
613,614,JZI,Airlines,Online,Value Plan,No,18,"KOREA, REPUBLIC OF",36,12.6,F,24
614,615,JZI,Airlines,Online,Value Plan,No,75,JAPAN,83,29.05,M,34
615,616,JZI,Airlines,Online,Value Plan,No,16,JAPAN,58,20.3,M,48
